paviment, 2, n
pisc, 3, m, piscis
iac, 3, v, iacio
mens, 1, f
gar, 2, n
triclini, 2, n
gust, 1, v, ai
caupon, 1, f
carn, 3, f, caro
oss, 3, n, os
patell, 1, f
ov, 2, n
pocul, 2, n
pavon, 3, m, pavo
bib, 3, v, ai
