posse, 0, v, ai, possum, potes, potest, possumus, potestis, possunt
aqu, 1, f
balne, 2, n
labr, 2, n
don, 2, n
sacerdot, 3, m, sacerdos
lav, 1, v, ai
impl, 2, v, ai
